Date,Open,High,Low,Close*,Adj Close**
20-Nov-92,423.61,426.98,423.61,426.65,426.65
23-Nov-92,426.65,426.65,424.95,425.12,425.12
24-Nov-92,425.14,429.31,424.83,427.59,427.59
25-Nov-92,427.59,429.41,427.58,429.19,429.19
27-Nov-92,429.19,431.93,429.17,430.16,430.16
30-Nov-92,430.19,431.53,429.36,431.35,431.35
1-Dec-92,431.35,431.47,429.2,430.78,430.78
2-Dec-92,430.78,430.87,428.61,429.89,429.89
3-Dec-92,429.98,430.99,428.8,429.91,429.91
4-Dec-92,429.93,432.89,429.74,432.06,432.06
7-Dec-92,432.06,435.31,432.06,435.31,435.31
8-Dec-92,435.31,436.99,434.68,436.99,436.99
9-Dec-92,436.99,436.99,433.98,435.65,435.65
10-Dec-92,435.66,435.66,432.65,434.64,434.64
11-Dec-92,434.64,434.64,433.34,433.73,433.73
14-Dec-92,433.73,435.26,432.83,432.84,432.84
15-Dec-92,432.82,433.66,431.92,432.57,432.57
16-Dec-92,432.58,434.22,430.88,431.52,431.52
17-Dec-92,431.52,435.44,431.46,435.43,435.43
18-Dec-92,435.46,441.29,435.46,441.28,441.28
21-Dec-92,441.26,441.26,439.65,440.7,440.7
22-Dec-92,440.7,441.64,438.25,440.31,440.31
23-Dec-92,440.29,441.11,439.03,439.03,439.03
24-Dec-92,439.03,439.81,439.03,439.77,439.77
28-Dec-92,439.77,439.77,437.26,439.15,439.15
29-Dec-92,439.15,442.65,437.6,437.98,437.98
30-Dec-92,437.98,439.37,437.12,438.82,438.82
31-Dec-92,438.82,439.59,435.71,435.71,435.71
4-Jan-93,435.7,437.32,434.48,435.38,435.38
5-Jan-93,435.38,435.4,433.55,434.34,434.34
6-Jan-93,434.34,435.17,432.52,434.52,434.52
7-Jan-93,434.52,435.46,429.76,430.73,430.73
8-Jan-93,430.73,430.73,426.88,429.05,429.05
11-Jan-93,429.04,431.04,429.01,430.95,430.95
12-Jan-93,430.95,431.39,428.19,431.04,431.04
13-Jan-93,431.03,433.44,429.99,433.03,433.03
14-Jan-93,433.08,435.96,433.08,435.94,435.94
15-Jan-93,435.87,439.49,435.84,437.15,437.15
18-Jan-93,437.13,437.13,435.92,436.84,436.84
19-Jan-93,436.84,437.7,434.59,435.13,435.13
20-Jan-93,435.14,436.23,433.37,433.37,433.37
21-Jan-93,433.37,435.75,432.48,435.49,435.49
22-Jan-93,435.49,437.81,435.49,436.11,436.11
25-Jan-93,436.11,440.53,436.11,440.01,440.01
26-Jan-93,440.05,442.66,439.54,439.95,439.95
27-Jan-93,439.95,440.04,436.82,438.11,438.11
28-Jan-93,438.13,439.14,437.3,438.66,438.66
29-Jan-93,438.67,438.93,436.91,438.78,438.78
1-Feb-93,438.78,442.52,438.78,442.52,442.52
2-Feb-93,442.52,442.87,440.76,442.55,442.55
3-Feb-93,442.56,447.35,442.56,447.2,447.2
4-Feb-93,447.2,449.86,447.2,449.56,449.56
5-Feb-93,449.56,449.56,446.95,448.93,448.93
8-Feb-93,448.94,450.04,447.7,447.85,447.85
9-Feb-93,448.04,448.04,444.52,445.33,445.33
10-Feb-93,445.33,446.37,444.24,446.23,446.23
11-Feb-93,446.21,449.36,446.21,447.66,447.66
12-Feb-93,447.66,447.7,444.58,444.58,444.58
16-Feb-93,444.53,444.53,433.47,433.91,433.91
17-Feb-93,433.93,433.97,430.92,433.3,433.3
18-Feb-93,433.3,437.79,428.25,431.9,431.9
19-Feb-93,431.93,434.26,431.68,434.22,434.22
22-Feb-93,434.21,436.49,433.53,435.24,435.24
23-Feb-93,435.34,436.84,432.41,434.8,434.8
24-Feb-93,434.76,440.87,434.68,440.87,440.87
25-Feb-93,440.7,442.34,439.67,442.34,442.34
26-Feb-93,442.34,443.77,440.98,443.38,443.38
1-Mar-93,443.38,444.18,441.34,442.01,442.01
2-Mar-93,442,447.91,441.07,447.9,447.9
3-Mar-93,447.9,450,447.73,449.26,449.26
4-Mar-93,449.26,449.52,446.72,447.34,447.34
5-Mar-93,447.34,449.59,445.56,446.11,446.11
8-Mar-93,446.12,454.71,446.12,454.71,454.71
9-Mar-93,454.67,455.52,453.68,454.4,454.4
10-Mar-93,454.4,456.34,452.7,456.33,456.33
11-Mar-93,456.35,456.76,453.48,453.72,453.72
12-Mar-93,453.7,453.7,447.04,449.83,449.83
15-Mar-93,449.83,451.43,449.4,451.43,451.43
16-Mar-93,451.43,452.36,451.01,451.37,451.37
17-Mar-93,451.36,451.36,447.99,448.31,448.31
18-Mar-93,448.36,452.39,448.36,451.89,451.89
19-Mar-93,451.9,453.32,449.91,450.18,450.18
22-Mar-93,450.17,450.17,446.08,448.88,448.88
23-Mar-93,448.88,449.8,448.3,448.76,448.76
24-Mar-93,448.71,450.9,446.1,448.07,448.07
25-Mar-93,448.09,451.75,447.93,450.88,450.88
26-Mar-93,450.91,452.09,447.69,447.78,447.78
29-Mar-93,447.76,452.81,447.75,450.77,450.77
30-Mar-93,450.79,452.06,449.63,451.97,451.97
31-Mar-93,451.97,454.88,451.67,451.67,451.67
1-Apr-93,451.67,452.63,449.6,450.3,450.3
2-Apr-93,450.28,450.28,440.71,441.39,441.39
5-Apr-93,441.42,442.43,440.53,442.29,442.29
6-Apr-93,442.29,443.38,439.48,441.16,441.16
7-Apr-93,441.16,442.73,440.5,442.73,442.73
8-Apr-93,442.71,443.77,440.02,441.84,441.84
12-Apr-93,441.84,448.37,441.84,448.37,448.37
13-Apr-93,448.41,450.4,447.66,449.22,449.22
14-Apr-93,449.22,450,448.02,448.66,448.66
15-Apr-93,448.6,449.11,446.39,448.4,448.4
16-Apr-93,448.41,449.39,447.67,448.94,448.94
19-Apr-93,448.94,449.14,445.85,447.46,447.46
20-Apr-93,447.46,447.46,441.81,445.1,445.1
21-Apr-93,445.09,445.77,443.08,443.63,443.63
22-Apr-93,443.55,445.73,439.46,439.46,439.46
23-Apr-93,439.49,439.49,436.82,437.03,437.03
26-Apr-93,437.03,438.35,432.3,433.54,433.54
27-Apr-93,433.52,438.02,433.14,438.01,438.01
28-Apr-93,438.01,438.8,436.68,438.02,438.02
29-Apr-93,438.02,438.96,435.59,438.89,438.89
30-Apr-93,438.89,442.29,438.89,440.19,440.19
3-May-93,440.19,442.59,438.25,442.46,442.46
4-May-93,442.58,445.19,442.45,444.05,444.05
5-May-93,443.98,446.09,443.76,444.52,444.52
6-May-93,444.6,444.81,442.9,443.26,443.26
7-May-93,443.28,443.7,441.69,442.31,442.31
10-May-93,442.34,445.42,442.05,442.8,442.8
11-May-93,442.8,444.57,441.52,444.36,444.36
12-May-93,444.32,445.16,442.87,444.8,444.8
13-May-93,444.75,444.75,439.23,439.23,439.23
14-May-93,439.22,439.82,438.1,439.56,439.56
17-May-93,439.56,440.38,437.83,440.37,440.37
18-May-93,440.39,441.26,437.95,440.32,440.32
19-May-93,440.32,447.86,436.86,447.57,447.57
20-May-93,447.57,450.59,447.36,450.59,450.59
21-May-93,450.59,450.59,444.89,445.84,445.84
24-May-93,445.84,448.44,445.26,448,448
25-May-93,448,449.04,447.7,448.85,448.85
26-May-93,448.85,453.51,448.82,453.44,453.44
27-May-93,453.44,454.55,451.14,452.41,452.41
28-May-93,452.41,452.41,447.67,450.19,450.19
1-Jun-93,450.23,455.63,450.23,453.83,453.83
2-Jun-93,453.83,454.53,452.68,453.85,453.85
3-Jun-93,453.84,453.85,451.12,452.49,452.49
4-Jun-93,452.43,452.43,448.92,450.06,450.06
7-Jun-93,450.07,450.75,447.32,447.69,447.69
8-Jun-93,447.65,447.65,444.31,444.71,444.71
9-Jun-93,444.71,447.39,444.66,445.78,445.78
10-Jun-93,445.78,446.22,444.09,445.38,445.38
11-Jun-93,445.38,448.19,445.38,447.26,447.26
14-Jun-93,447.26,448.64,447.23,447.71,447.71
15-Jun-93,447.73,448.28,446.18,446.27,446.27
16-Jun-93,446.27,447.43,443.61,447.43,447.43
17-Jun-93,447.43,448.98,446.91,448.54,448.54
18-Jun-93,448.54,448.59,443.68,443.68,443.68
21-Jun-93,443.68,446.22,443.68,446.22,446.22
22-Jun-93,446.25,446.29,444.94,445.93,445.93
23-Jun-93,445.96,445.96,443.19,443.19,443.19
24-Jun-93,443.04,447.21,442.5,446.62,446.62
25-Jun-93,446.62,448.64,446.62,447.6,447.6
28-Jun-93,447.6,451.9,447.6,451.85,451.85
29-Jun-93,451.89,451.9,449.67,450.69,450.69
30-Jun-93,450.69,451.47,450.15,450.53,450.53
1-Jul-93,450.54,451.15,448.71,449.02,449.02
2-Jul-93,449.02,449.02,445.2,445.84,445.84
6-Jul-93,445.86,446.87,441.42,441.43,441.43
7-Jul-93,441.4,443.63,441.4,442.83,442.83
8-Jul-93,442.84,448.64,442.84,448.64,448.64
9-Jul-93,448.64,448.94,446.74,448.11,448.11
12-Jul-93,448.13,449.11,447.71,448.98,448.98
13-Jul-93,449,450.7,448.07,448.09,448.09
14-Jul-93,448.08,451.12,448.08,450.08,450.08
15-Jul-93,450.09,450.12,447.26,449.22,449.22
16-Jul-93,449.07,449.08,445.66,445.75,445.75
19-Jul-93,445.75,446.78,444.83,446.03,446.03
20-Jul-93,446.03,447.63,443.71,447.31,447.31
21-Jul-93,447.28,447.5,445.84,447.18,447.18
22-Jul-93,447.18,447.23,443.72,444.51,444.51
23-Jul-93,444.54,447.1,444.54,447.1,447.1
26-Jul-93,447.06,449.5,447.04,449.09,449.09
27-Jul-93,449,449.44,446.76,448.24,448.24
28-Jul-93,448.25,448.61,446.59,447.19,447.19
29-Jul-93,447.19,450.77,447.19,450.24,450.24
30-Jul-93,450.19,450.22,446.98,448.13,448.13
2-Aug-93,448.13,450.15,448.03,450.15,450.15
3-Aug-93,450.15,450.43,447.59,449.27,449.27
4-Aug-93,449.27,449.72,447.93,448.54,448.54
5-Aug-93,448.55,449.61,446.94,448.13,448.13
6-Aug-93,448.13,449.26,447.87,448.68,448.68
9-Aug-93,448.68,451.51,448.31,450.72,450.72
10-Aug-93,450.71,450.71,449.1,449.45,449.45
11-Aug-93,449.6,451,449.6,450.46,450.46
12-Aug-93,450.47,451.63,447.53,448.96,448.96
13-Aug-93,448.97,450.25,448.97,450.14,450.14
16-Aug-93,450.25,453.41,450.25,452.38,452.38
17-Aug-93,452.38,453.7,451.96,453.13,453.13
18-Aug-93,453.21,456.99,453.21,456.04,456.04
19-Aug-93,456.01,456.76,455.2,456.43,456.43
20-Aug-93,456.51,456.68,454.6,456.16,456.16
23-Aug-93,456.12,456.12,454.29,455.23,455.23
24-Aug-93,455.23,459.77,455.04,459.77,459.77
25-Aug-93,459.75,462.04,459.3,460.13,460.13
26-Aug-93,460.04,462.87,458.82,461.04,461.04
27-Aug-93,461.05,461.05,459.19,460.54,460.54
30-Aug-93,460.54,462.58,460.28,461.9,461.9
31-Aug-93,461.9,463.56,461.29,463.56,463.56
1-Sep-93,463.55,463.8,461.77,463.15,463.15
2-Sep-93,463.13,463.54,461.07,461.3,461.3
3-Sep-93,461.3,462.05,459.91,461.34,461.34
7-Sep-93,461.34,462.07,457.95,458.52,458.52
8-Sep-93,458.52,458.53,453.75,456.65,456.65
9-Sep-93,456.65,458.11,455.17,457.5,457.5
10-Sep-93,457.49,461.86,457.49,461.72,461.72
13-Sep-93,461.7,463.38,461.41,462.06,462.06
14-Sep-93,461.93,461.93,458.15,459.9,459.9
15-Sep-93,459.9,461.96,456.31,461.6,461.6
16-Sep-93,461.54,461.54,459,459.43,459.43
17-Sep-93,459.43,459.43,457.09,458.83,458.83
20-Sep-93,458.84,459.91,455,455.05,455.05
21-Sep-93,455.05,455.8,449.64,452.95,452.95
22-Sep-93,452.94,456.92,452.94,456.2,456.2
23-Sep-93,456.25,458.69,456.25,457.74,457.74
24-Sep-93,457.74,458.56,456.92,457.63,457.63
27-Sep-93,457.63,461.81,457.63,461.8,461.8
28-Sep-93,461.84,462.08,460.91,461.53,461.53
29-Sep-93,461.6,462.17,459.51,460.11,460.11
30-Sep-93,460.11,460.56,458.28,458.93,458.93
1-Oct-93,458.93,461.48,458.35,461.28,461.28
4-Oct-93,461.28,461.8,460.02,461.34,461.34
5-Oct-93,461.34,463.15,459.45,461.2,461.2
6-Oct-93,461.24,462.6,460.26,460.74,460.74
7-Oct-93,460.71,461.13,459.08,459.18,459.18
8-Oct-93,459.18,460.99,456.4,460.31,460.31
11-Oct-93,460.31,461.87,460.31,460.88,460.88
12-Oct-93,461.04,462.47,460.73,461.12,461.12
13-Oct-93,461.12,461.98,460.76,461.49,461.49
14-Oct-93,461.55,466.83,461.55,466.83,466.83
15-Oct-93,466.83,471.1,466.83,469.5,469.5
18-Oct-93,469.5,470.04,468.02,468.45,468.45
19-Oct-93,468.41,468.64,464.8,466.21,466.21
20-Oct-93,466.21,466.87,464.54,466.07,466.07
21-Oct-93,466.06,466.64,464.38,465.36,465.36
22-Oct-93,465.36,467.82,463.27,463.27,463.27
25-Oct-93,463.27,464.49,462.05,464.2,464.2
26-Oct-93,464.2,464.32,462.65,464.3,464.3
27-Oct-93,464.3,464.61,463.36,464.61,464.61
28-Oct-93,464.52,468.76,464.52,467.73,467.73
29-Oct-93,467.72,468.2,467.37,467.83,467.83
1-Nov-93,467.83,469.11,467.33,469.1,469.1
2-Nov-93,469.1,469.1,466.2,468.44,468.44
3-Nov-93,468.44,468.61,460.95,463.02,463.02
4-Nov-93,463.02,463.16,457.26,457.49,457.49
5-Nov-93,457.49,459.63,454.36,459.57,459.57
8-Nov-93,459.57,461.54,458.78,460.21,460.21
9-Nov-93,460.21,463.42,460.21,460.33,460.33
10-Nov-93,460.4,463.72,459.57,463.72,463.72
11-Nov-93,463.72,464.96,462.49,462.64,462.64
12-Nov-93,462.64,465.84,462.64,465.39,465.39
15-Nov-93,465.39,466.13,463.01,463.75,463.75
16-Nov-93,463.75,466.74,462.97,466.74,466.74
17-Nov-93,466.74,467.24,462.73,464.81,464.81
18-Nov-93,464.83,464.88,461.73,463.62,463.62
19-Nov-93,463.59,463.6,460.03,462.6,462.6
22-Nov-93,462.6,462.6,457.08,459.13,459.13
23-Nov-93,459.13,461.77,458.47,461.03,461.03
24-Nov-93,461.03,462.9,461.03,462.36,462.36
26-Nov-93,462.36,463.63,462.36,463.06,463.06
29-Nov-93,463.06,464.83,461.83,461.9,461.9
30-Nov-93,461.9,463.62,460.45,461.79,461.79
1-Dec-93,461.93,464.47,461.63,461.89,461.89
2-Dec-93,461.89,463.22,461.45,463.11,463.11
3-Dec-93,463.13,464.89,462.67,464.89,464.89
6-Dec-93,464.89,466.89,464.4,466.43,466.43
7-Dec-93,466.43,466.77,465.44,466.76,466.76
8-Dec-93,465.88,466.73,465.42,466.29,466.29
9-Dec-93,466.29,466.54,463.87,464.18,464.18
10-Dec-93,464.18,464.87,462.66,463.93,463.93
13-Dec-93,463.93,465.71,462.71,465.7,465.7
14-Dec-93,465.73,466.12,462.46,463.06,463.06
15-Dec-93,463.06,463.69,461.84,461.84,461.84
16-Dec-93,461.86,463.98,461.86,463.34,463.34
17-Dec-93,463.34,466.38,463.34,466.38,466.38
20-Dec-93,466.38,466.9,465.53,465.85,465.85
21-Dec-93,465.84,465.92,464.03,465.3,465.3
22-Dec-93,465.08,467.38,465.08,467.32,467.32
23-Dec-93,467.3,468.97,467.3,467.38,467.38
27-Dec-93,467.4,470.55,467.35,470.54,470.54
28-Dec-93,470.61,471.05,469.43,470.94,470.94
29-Dec-93,470.88,471.29,469.87,470.58,470.58
30-Dec-93,470.58,470.58,468.09,468.64,468.64
31-Dec-93,468.66,470.75,466.45,466.45,466.45
3-Jan-94,466.51,466.94,464.36,465.44,465.44
4-Jan-94,465.44,466.89,464.44,466.89,466.89
5-Jan-94,466.89,467.82,465.92,467.55,467.55
6-Jan-94,467.55,469,467.02,467.12,467.12
7-Jan-94,467.09,470.26,467.03,469.9,469.9
10-Jan-94,469.9,475.27,469.55,475.27,475.27
11-Jan-94,475.27,475.28,473.27,474.13,474.13
12-Jan-94,474.13,475.06,472.14,474.17,474.17
13-Jan-94,474.17,474.17,471.8,472.47,472.47
14-Jan-94,472.5,475.32,472.5,474.91,474.91
17-Jan-94,474.91,474.91,472.84,473.3,473.3
18-Jan-94,473.3,475.19,473.29,474.25,474.25
19-Jan-94,474.25,474.7,472.21,474.3,474.3
20-Jan-94,474.3,475,473.42,474.98,474.98
21-Jan-94,474.98,475.56,473.72,474.72,474.72
24-Jan-94,474.72,475.2,471.49,471.97,471.97
25-Jan-94,471.97,472.56,470.27,470.92,470.92
26-Jan-94,470.92,473.44,470.72,473.2,473.2
27-Jan-94,473.2,477.52,473.2,477.05,477.05
28-Jan-94,477.05,479.75,477.05,478.7,478.7
31-Jan-94,478.7,482.85,478.7,481.61,481.61
1-Feb-94,481.6,481.64,479.18,479.62,479.62
2-Feb-94,479.62,482.23,479.57,482,482
3-Feb-94,481.96,481.96,478.71,480.71,480.71
4-Feb-94,480.68,481.02,469.28,469.81,469.81
7-Feb-94,469.81,472.09,467.57,471.76,471.76
8-Feb-94,471.76,472.33,469.5,471.05,471.05
9-Feb-94,471.05,473.41,471.05,472.77,472.77
10-Feb-94,472.81,473.13,468.91,468.93,468.93
11-Feb-94,468.93,471.13,466.89,470.18,470.18
14-Feb-94,470.18,471.99,469.05,470.23,470.23
15-Feb-94,470.23,473.41,470.23,472.52,472.52
16-Feb-94,472.53,474.16,471.94,472.79,472.79
17-Feb-94,472.79,475.12,468.44,470.34,470.34
18-Feb-94,470.29,471.09,466.07,467.69,467.69
22-Feb-94,467.69,471.65,467.58,471.46,471.46
23-Feb-94,471.48,472.41,469.47,470.69,470.69
24-Feb-94,470.65,470.65,464.26,464.26,464.26
25-Feb-94,464.33,466.48,464.33,466.07,466.07
28-Feb-94,466.07,469.16,466.07,467.14,467.14
1-Mar-94,467.19,467.43,462.02,464.44,464.44
2-Mar-94,464.4,464.87,457.49,464.81,464.81
3-Mar-94,464.81,464.83,462.5,463.01,463.01
4-Mar-94,463.03,466.16,462.41,464.74,464.74
7-Mar-94,464.74,468.07,464.74,466.91,466.91
8-Mar-94,466.92,467.79,465.02,465.88,465.88
9-Mar-94,465.94,467.42,463.4,467.06,467.06
10-Mar-94,467.08,467.29,462.46,463.9,463.9
11-Mar-94,463.86,466.61,462.54,466.44,466.44
14-Mar-94,466.44,467.6,466.08,467.39,467.39
15-Mar-94,467.39,468.99,466.04,467.01,467.01
16-Mar-94,467.04,469.85,465.48,469.42,469.42
17-Mar-94,469.42,471.05,468.62,470.9,470.9
18-Mar-94,470.89,471.09,467.83,471.06,471.06
21-Mar-94,471.06,471.06,467.23,468.54,468.54
22-Mar-94,468.4,470.47,467.88,468.8,468.8
23-Mar-94,468.89,470.38,468.52,468.54,468.54
24-Mar-94,468.57,468.57,462.41,464.35,464.35
25-Mar-94,464.35,465.29,460.58,460.58,460.58
28-Mar-94,460.58,461.12,456.1,460,460
29-Mar-94,460,460.32,452.43,452.48,452.48
30-Mar-94,452.48,452.49,445.55,445.55,445.55
31-Mar-94,445.55,447.16,436.16,445.77,445.77
4-Apr-94,445.66,445.66,435.86,438.92,438.92
5-Apr-94,439.14,448.29,439.14,448.29,448.29
6-Apr-94,448.29,449.63,444.98,448.05,448.05
7-Apr-94,448.11,451.1,446.38,450.88,450.88
8-Apr-94,450.89,450.89,445.51,447.1,447.1
11-Apr-94,447.12,450.34,447.1,449.87,449.87
12-Apr-94,449.83,450.8,447.33,447.57,447.57
13-Apr-94,447.63,448.57,442.62,446.26,446.26
14-Apr-94,446.26,447.55,443.57,446.38,446.38
15-Apr-94,446.38,447.85,445.81,446.18,446.18
18-Apr-94,446.27,447.87,441.48,442.46,442.46
19-Apr-94,442.54,444.82,438.83,442.54,442.54
20-Apr-94,442.54,445.01,439.4,441.96,441.96
21-Apr-94,441.96,449.14,441.96,448.73,448.73
22-Apr-94,448.73,449.96,447.16,447.63,447.63
25-Apr-94,447.64,452.71,447.58,452.71,452.71
26-Apr-94,452.71,452.79,450.66,451.87,451.87
28-Apr-94,451.84,452.23,447.97,449.1,449.1
29-Apr-94,449.07,451.35,447.91,450.91,450.91
2-May-94,450.91,453.57,449.05,453.02,453.02
3-May-94,453.06,453.98,450.51,453.03,453.03
4-May-94,453.04,453.11,449.87,451.72,451.72
5-May-94,451.72,452.82,450.72,451.38,451.38
6-May-94,451.37,451.37,445.64,447.82,447.82
9-May-94,447.82,447.82,441.84,442.32,442.32
10-May-94,442.37,446.84,442.37,446.01,446.01
11-May-94,446.03,446.03,440.78,441.49,441.49
12-May-94,441.5,444.8,441.5,443.75,443.75
13-May-94,443.62,444.72,441.21,444.14,444.14
16-May-94,444.15,445.82,443.62,444.49,444.49
17-May-94,444.49,449.37,443.7,449.37,449.37
18-May-94,449.39,454.45,448.87,453.69,453.69
19-May-94,453.69,456.88,453,456.48,456.48
20-May-94,456.48,456.48,454.22,454.92,454.92
23-May-94,454.92,454.92,451.79,453.2,453.2
24-May-94,453.21,456.77,453.21,454.81,454.81
25-May-94,454.84,456.34,452.2,456.34,456.34
26-May-94,456.33,457.77,455.79,457.06,457.06
27-May-94,457.03,457.33,454.67,457.33,457.33
31-May-94,457.32,457.61,455.16,456.5,456.5
1-Jun-94,456.5,458.29,453.99,457.63,457.63
2-Jun-94,457.62,458.5,457.26,457.65,457.65
3-Jun-94,457.65,460.86,456.27,460.13,460.13
6-Jun-94,460.13,461.87,458.85,458.88,458.88
7-Jun-94,458.88,459.46,457.65,458.21,458.21
8-Jun-94,458.21,459.74,455.43,457.06,457.06
9-Jun-94,457.06,457.87,455.86,457.86,457.86
10-Jun-94,457.86,459.48,457.36,458.67,458.67
13-Jun-94,458.67,459.36,457.18,459.1,459.1
14-Jun-94,459.1,462.52,459.1,462.37,462.37
15-Jun-94,462.38,463.23,459.95,460.61,460.61
16-Jun-94,460.61,461.93,459.8,461.93,461.93
17-Jun-94,461.93,462.16,458.44,458.45,458.45
20-Jun-94,458.45,458.45,454.46,455.48,455.48
21-Jun-94,455.48,455.48,449.45,451.34,451.34
22-Jun-94,451.4,453.91,451.4,453.09,453.09
23-Jun-94,453.09,454.16,449.43,449.63,449.63
24-Jun-94,449.63,449.63,442.51,442.8,442.8
27-Jun-94,442.78,447.76,439.83,447.31,447.31
28-Jun-94,447.36,448.47,443.08,446.07,446.07
29-Jun-94,446.05,449.83,446.04,447.63,447.63
30-Jun-94,447.63,448.61,443.66,444.27,444.27
1-Jul-94,444.27,446.45,443.58,446.2,446.2
5-Jul-94,446.2,447.62,445.14,446.37,446.37
6-Jul-94,446.29,447.28,444.18,446.13,446.13
7-Jul-94,446.15,448.64,446.15,448.38,448.38
8-Jul-94,448.38,449.75,446.53,449.55,449.55
11-Jul-94,449.56,450.24,445.27,448.06,448.06
12-Jul-94,448.02,448.16,444.65,447.95,447.95
13-Jul-94,448.03,450.06,447.97,448.73,448.73
14-Jul-94,448.73,454.33,448.73,453.41,453.41
15-Jul-94,453.28,454.33,452.8,454.16,454.16
18-Jul-94,454.41,455.71,453.26,455.22,455.22
19-Jul-94,455.22,455.3,453.86,453.86,453.86
20-Jul-94,453.89,454.16,450.69,451.6,451.6
21-Jul-94,451.6,453.22,451,452.61,452.61
22-Jul-94,452.61,454.03,452.33,453.11,453.11
25-Jul-94,453.1,454.32,452.76,454.25,454.25
26-Jul-94,454.25,454.25,452.78,453.36,453.36
27-Jul-94,453.36,453.38,451.36,452.57,452.57
28-Jul-94,452.57,454.93,452.3,454.24,454.24
29-Jul-94,454.25,459.33,454.25,458.26,458.26
1-Aug-94,458.28,461.01,458.08,461.01,461.01
2-Aug-94,461.01,462.77,459.7,460.56,460.56
3-Aug-94,460.65,461.46,459.51,461.45,461.45
4-Aug-94,461.45,461.49,458.4,458.4,458.4
5-Aug-94,458.34,458.34,456.08,457.09,457.09
8-Aug-94,457.08,458.3,457.01,457.89,457.89
9-Aug-94,457.89,458.16,456.66,457.92,457.92
10-Aug-94,457.98,460.48,457.98,460.3,460.3
11-Aug-94,460.31,461.41,456.88,458.88,458.88
12-Aug-94,458.88,462.27,458.88,461.94,461.94
15-Aug-94,461.97,463.34,461.21,461.23,461.23
16-Aug-94,461.22,465.2,459.89,465.01,465.01
17-Aug-94,465.11,465.91,464.57,465.17,465.17
18-Aug-94,465.1,465.1,462.3,463.17,463.17
19-Aug-94,463.25,464.37,461.81,463.68,463.68
22-Aug-94,463.61,463.61,461.46,462.32,462.32
23-Aug-94,462.39,466.58,462.39,464.51,464.51
24-Aug-94,464.51,469.05,464.51,469.03,469.03
25-Aug-94,469.07,470.12,467.64,468.08,468.08
26-Aug-94,468.08,474.65,468.08,473.8,473.8
29-Aug-94,473.89,477.14,473.89,474.59,474.59
30-Aug-94,474.59,476.61,473.56,476.07,476.07
31-Aug-94,476.07,477.59,474.43,475.49,475.49
1-Sep-94,475.49,475.49,471.74,473.17,473.17
2-Sep-94,473.2,474.89,470.67,470.99,470.99
6-Sep-94,471,471.92,469.64,471.86,471.86
7-Sep-94,471.86,472.41,470.2,470.99,470.99
8-Sep-94,470.96,473.4,470.86,473.14,473.14
9-Sep-94,473.13,473.13,466.55,468.18,468.18
12-Sep-94,468.18,468.42,466.15,466.21,466.21
13-Sep-94,466.27,468.76,466.27,467.51,467.51
14-Sep-94,467.55,468.86,466.82,468.8,468.8
15-Sep-94,468.8,474.81,468.79,474.81,474.81
16-Sep-94,474.81,474.81,470.06,471.19,471.19
19-Sep-94,471.21,473.15,470.68,470.85,470.85
20-Sep-94,470.83,470.83,463.36,463.36,463.36
21-Sep-94,463.42,464.01,458.47,461.46,461.46
22-Sep-94,461.45,463.22,460.96,461.27,461.27
23-Sep-94,461.27,462.14,459.01,459.67,459.67
26-Sep-94,459.65,460.87,459.31,460.82,460.82
27-Sep-94,460.82,462.75,459.83,462.05,462.05
28-Sep-94,462.1,465.55,462.1,464.84,464.84
29-Sep-94,464.84,464.84,461.51,462.24,462.24
30-Sep-94,462.27,465.3,461.91,462.71,462.71
3-Oct-94,462.69,463.31,460.33,461.74,461.74
4-Oct-94,461.77,462.46,454.03,454.59,454.59
5-Oct-94,454.59,454.59,449.27,453.52,453.52
6-Oct-94,453.52,454.49,452.13,452.36,452.36
7-Oct-94,452.37,455.67,452.13,455.1,455.1
10-Oct-94,455.12,459.29,455.12,459.04,459.04
11-Oct-94,459.04,466.34,459.04,465.79,465.79
12-Oct-94,465.78,466.7,464.79,465.47,465.47
13-Oct-94,465.56,471.3,465.56,467.79,467.79
14-Oct-94,467.78,469.53,466.11,469.1,469.1
17-Oct-94,469.11,469.88,468.16,468.96,468.96
18-Oct-94,469.02,469.19,466.54,467.66,467.66
19-Oct-94,467.69,471.43,465.96,470.28,470.28
20-Oct-94,470.37,470.37,465.39,466.85,466.85
21-Oct-94,466.69,466.69,463.83,464.89,464.89
24-Oct-94,464.89,466.37,460.8,460.83,460.83
25-Oct-94,460.83,461.95,458.26,461.53,461.53
26-Oct-94,461.55,463.77,461.22,462.62,462.62
27-Oct-94,462.68,465.85,462.62,465.85,465.85
28-Oct-94,465.84,473.78,465.8,473.77,473.77
31-Oct-94,473.76,474.74,472.33,472.35,472.35
1-Nov-94,472.26,472.26,467.64,468.42,468.42
2-Nov-94,468.41,470.92,466.36,466.51,466.51
3-Nov-94,466.5,468.64,466.4,467.91,467.91
4-Nov-94,467.96,469.28,462.28,462.28,462.28
